123992906897065;4900016098762666567;4116326465708245288;8726402997109444201;59;4294967297000;30120;29679;18446744072151934001;18446744073709535416;18446744073709535440;2929806531767584784;YW5ub3RhdGlvbjoxNTkzMzcyNTgzLjY1Xy91c3IvYmluL2NsZWFyX2NvbnNvbGVfL2Jpbi9iYXNoX2Jhc2hfWycvdXNyL2Jpbi9jbGVhcl9jb25zb2xlJywgJy1xJ10=
123997320749872;16645571577270626420;16645571577270626420;14787824107102224628;59;0;30123;1439;18446744072151934001;18446744073709535416;18446744073709535440;7563931137145997722;YW5ub3RhdGlvbjoxNTkzMzcyNTg4LjA3Xy91c3Ivc2Jpbi9zc2hkXy91c3Ivc2Jpbi9zc2hkX3NzaGRfWycvdXNyL3NiaW4vc3NoZCcsICctRCcsICctUidd
123997346911949;904666558892575301;16645571577270626420;14787824107102224628;59;0;30125;30123;18446744072151934001;18446744073709535416;18446744073709535440;16825458760271544958;YW5ub3RhdGlvbjoxNTkzMzcyNTg4LjA5Xy9iaW4vZGFzaF8vdXNyL3NiaW4vc3NoZF9zc2hkX1snJywgJycsICcnXQ==
123997347489136;904666558892575301;904666558892575301;7851490588363901155;59;0;30126;30125;18446744072151934001;18446744073709535416;18446744073709535440;729741480251392020;YW5ub3RhdGlvbjoxNTkzMzcyNTg4LjA5Xy9iaW4vZGFzaF8vYmluL2Rhc2hfc2hfWycvdXNyL2Jpbi9lbnYnLCAnLWknLCAnUEFUSD0vdXNyL2xvY2FsL3NiaW46L3Vzci9sb2NhbC9iaW46L3Vzci9zYmluOi91c3IvYmluOi9zYmluOi9iaW4nLCAncnVuLXBhcnRzJ10=
123997349374825;9838397876571828801;904666558892575301;5950937771397046951;59;0;30126;30125;18446744072151934001;18446744073709535416;18446744073709535440;5305821215857328702;YW5ub3RhdGlvbjoxNTkzMzcyNTg4LjFfL3Vzci9iaW4vZW52Xy9iaW4vZGFzaF9lbnZfWydydW4tcGFydHMnLCAnLS1sc2JzeXNpbml0JywgJydd
123997349721109;9838397876571828801;904666558892575301;5950937771397046951;59;0;30126;30125;18446744072151934001;18446744073709535416;18446744073709535440;5305821215857328702;YW5ub3RhdGlvbjoxNTkzMzcyNTg4LjFfL3Vzci9iaW4vZW52Xy9iaW4vZGFzaF9lbnZfWydydW4tcGFydHMnLCAnLS1sc2JzeXNpbml0JywgJydd
123997350077150;9838397876571828801;904666558892575301;5950937771397046951;59;0;30126;30125;18446744072151934001;18446744073709535416;18446744073709535440;5305821215857328702;YW5ub3RhdGlvbjoxNTkzMzcyNTg4LjFfL3Vzci9iaW4vZW52Xy9iaW4vZGFzaF9lbnZfWydydW4tcGFydHMnLCAnLS1sc2JzeXNpbml0JywgJydd
123997350397819;9838397876571828801;904666558892575301;5950937771397046951;59;0;30126;30125;18446744072151934001;18446744073709535416;18446744073709535440;5305821215857328702;YW5ub3RhdGlvbjoxNTkzMzcyNTg4LjFfL3Vzci9iaW4vZW52Xy9iaW4vZGFzaF9lbnZfWydydW4tcGFydHMnLCAnLS1sc2JzeXNpbml0JywgJydd
123997350714069;9838397876571828801;904666558892575301;5950937771397046951;59;0;30126;30125;18446744072151934001;18446744073709535416;18446744073709535440;5305821215857328702;YW5ub3RhdGlvbjoxNTkzMzcyNTg4LjFfL3Vzci9iaW4vZW52Xy9iaW4vZGFzaF9lbnZfWydydW4tcGFydHMnLCAnLS1sc2JzeXNpbml0JywgJydd
123997351046426;9838397876571828801;904666558892575301;5950937771397046951;59;0;30126;30125;18446744072151934001;18446744073709535416;18446744073709535440;5305821215857328702;YW5ub3RhdGlvbjoxNTkzMzcyNTg4LjFfL3Vzci9iaW4vZW52Xy9iaW4vZGFzaF9lbnZfWydydW4tcGFydHMnLCAnLS1sc2JzeXNpbml0JywgJydd
123997351865490;904666558892575301;5845682914939494903;8295966560423633395;59;0;30127;30126;18446744072151934001;18446744073709535416;18446744073709535440;3085901058041693502;YW5ub3RhdGlvbjoxNTkzMzcyNTg4LjFfL2Jpbi9kYXNoXy9iaW4vcnVuLXBhcnRzX3J1bi1wYXJ0c19bJy9ldGMvdXBkYXRlLW1vdGQuZC8wMC1oZWFkZXInXQ==
123997352353934;4782245437962937237;904666558892575301;9241082250205720979;59;0;30128;30127;18446744072151934001;18446744073709535416;18446744073709535440;924726058961953;YW5ub3RhdGlvbjoxNTkzMzcyNTg4LjFfL2Jpbi91bmFtZV8vYmluL2Rhc2hfMDAtaGVhZGVyX1sndW5hbWUnLCAnLW8nXQ==
